test_date,NYC_percentile,Richmond_w_percentile,Queens_w_percentile,Kings_w_percentile,Bronx_w_percentile,New York_w_percentile
2021-06-02,5.326801704799288,19.7,5.0,4.479099143728241,,4.0
2021-06-07,3.3249322907984977,9.25629616950369,2.81821513192194,2.3646698252936185,2.4,3.6688973222133874
2021-06-09,3.5566906825169635,6.355194288283309,3.9,3.1545243406278014,,3.0
2021-06-14,3.7916241239088353,7.828699025362034,1.483199582181033,4.549459095553611,1.9,3.377034225928871
2021-06-16,5.0673454424493585,8.1,3.969354996106135,10.731691834642374,1.8000000000000003,3.147847916300419
2021-06-21,4.928446301940234,5.647744061637705,3.0682367732898617,11.067558383453699,1.8000000000000003,2.9956958326008385
2021-06-23,4.8546419563745715,5.834312783307005,1.5627426491935887,7.4676221439359125,1.9,3.0
2021-06-28,5.297947168939813,6.9813222574644564,3.4,6.5820617173441835,,3.5521520836995806
2021-06-30,4.900150979485912,9.415635040771463,3.2229866262523315,6.69118862095607,1.8000000000000003,3.9
2021-07-07,5.297133984582145,18.165950158590054,3.8883550709976213,5.3102876964711125,2.2,4.877505657011711
2021-07-12,6.231678786843244,33.1,4.795926886851322,5.94318002364494,2.4,6.196167263683678
2021-07-14,7.453097080287121,15.718573390692475,6.1548657562452345,7.590564386449374,3.7,8.4
2021-07-19,7.470059464020765,13.356663463243818,6.645354515708964,8.23365069539071,4.0,7.002387799241001
2021-07-21,11.076410657368006,,,,,
2021-07-26,11.145686118712579,5.445907592937072,11.094199907481602,14.61540362968857,7.0,8.297612200759
2021-08-02,17.159317312686177,11.584224294678178,22.470123865914278,23.726088606667574,9.9,9.182739723921664
2021-08-04,19.78334011451185,15.31904503627567,23.579780897178903,23.732467834843707,12.3,12.487558928885356
2021-08-09,28.223982442616524,21.89218247961427,28.494243671001726,34.793238583831254,17.2,22.515802376348127
2021-08-11,32.01891887211859,27.810860222149813,34.945866976725114,35.74793996369207,28.800000000000004,24.357901188174065
2021-08-16,33.04101446198177,27.911594809630067,35.120955773887886,36.411129932445654,29.699999999999996,27.32057797483013
2021-08-18,32.54171774234797,26.53137443338599,31.243481011784517,33.78192048575813,,
2021-08-23,23.74211731037604,19.864585335472615,32.420730462728756,21.46214570167005,26.699999999999996,17.639711012584936
2021-08-25,16.292270084055232,10.958236990047391,20.723313700655737,16.936848498754866,11.8,13.033490477027613
2021-08-30,11.195122307558533,8.985099546708794,16.033652277073095,11.733770350956808,0.0,12.521520836995808
2021-09-01,11.610563193436514,8.339926541251973,13.72912618243951,11.450720544901152,9.8,10.923437205153968
